data inicio,data termino,nome do evento,Tipo,Estado que ocorrerá,Impacto para a aviação,Dia da semana que iniciará,Dias restantes para o evento,Se terá possível emenda
2025-03-16,2025-03-16,Dia do Agente Federal de Execução Penal,Data Comemorativa,Todos,Baixo,Sunday,-139,Não
2025-03-16,2025-03-16,Dia do Médico Clínico,Data Comemorativa,Todos,Baixo,Sunday,-139,Não
2025-03-17,2025-03-17,Dia do Agente Funerário,Data Comemorativa,Todos,Baixo,Monday,-138,Não
2025-03-17,2025-03-17,Dia de São Patrício,Data Comemorativa,Todos,Baixo,Monday,-138,Não
2025-03-17,2025-03-17,Aniversário de Aracaju,Data Comemorativa,Todos,Baixo,Monday,-138,Não
2025-03-18,2025-03-18,Dia do DeMolay,Data Comemorativa,Todos,Baixo,Tuesday,-137,Sim
2025-03-18,2025-03-18,Dia Nacional da Imigração Judaica,Data Comemorativa,Todos,Baixo,Tuesday,-137,Sim
2025-03-19,2025-03-19,Dia de São José,Data Comemorativa,Todos,Baixo,Wednesday,-136,Não
2025-03-19,2025-03-19,Dia do Carpinteiro e do Marceneiro,Data Comemorativa,Todos,Baixo,Wednesday,-136,Não
2025-03-19,2025-03-19,Dia Nacional do Artesão,Data Comemorativa,Todos,Baixo,Wednesday,-136,Não
2025-03-19,2025-03-19,Dia do Consertador,Data Comemorativa,Todos,Baixo,Wednesday,-136,Não
2025-03-20,2025-03-20,Dia Internacional da Felicidade,Data Comemorativa,Todos,Baixo,Thursday,-135,Sim
2025-03-20,2025-03-20,Dia Mundial da Saúde Bucal,Data Comemorativa,Todos,Baixo,Thursday,-135,Sim
2025-03-20,2025-03-20,Dia Nacional do Teatro para a Infância e Juventude,Data Comemorativa,Todos,Baixo,Thursday,-135,Sim
2025-03-20,2025-03-20,Dia Nacional da Aquicultura,Data Comemorativa,Todos,Baixo,Thursday,-135,Sim
2025-03-20,2025-03-20,Dia Mundial sem Carne,Data Comemorativa,Todos,Baixo,Thursday,-135,Sim
2025-03-20,2025-03-20,Dia Nacional de Atenção à Disfagia,Data Comemorativa,Todos,Baixo,Thursday,-135,Sim
2025-03-20,2025-03-20,Dia da Língua Francesa,Data Comemorativa,Todos,Baixo,Thursday,-135,Sim
2025-03-20,2025-03-20,Dia do Contador de Histórias,Data Comemorativa,Todos,Baixo,Thursday,-135,Sim
2025-03-21,2025-03-21,Dia Internacional Contra a Discriminação Racial,Data Comemorativa,Todos,Baixo,Friday,-134,Não
2025-03-21,2025-03-21,Dia Internacional da Síndrome de Down,Data Comemorativa,Todos,Baixo,Friday,-134,Não
2025-03-21,2025-03-21,Dia Internacional das Florestas e da Árvore,Data Comemorativa,Todos,Baixo,Friday,-134,Não
2025-03-21,2025-03-21,Dia Mundial da Infância,Data Comemorativa,Todos,Baixo,Friday,-134,Não
2025-03-21,2025-03-21,Dia Mundial da Poesia,Data Comemorativa,Todos,Baixo,Friday,-134,Não
2025-03-21,2025-03-21,Dia Internacional de Nowruz,Data Comemorativa,Todos,Baixo,Friday,-134,Não
2025-03-21,2025-03-21,Dia do Pão Francês,Data Comemorativa,Todos,Baixo,Friday,-134,Não
2025-03-21,2025-03-21,Dia Internacional da Cefaleia em Salvas,Data Comemorativa,Todos,Baixo,Friday,-134,Não
2025-03-21,2025-03-21,Dia do Tiramisù,Data Comemorativa,Todos,Baixo,Friday,-134,Não
2025-03-21,2025-03-21,Dia Internacional do Perfume,Data Comemorativa,Todos,Baixo,Friday,-134,Não
2025-03-22,2025-03-22,Dia Mundial da Água,Data Comemorativa,Todos,Baixo,Saturday,-133,Não
2025-03-23,2025-03-23,Dia Mundial da Meteorologia,Data Comemorativa,Todos,Baixo,Sunday,-132,Não
2025-03-23,2025-03-23,Aniversário de Florianópolis,Data Comemorativa,Todos,Baixo,Sunday,-132,Não
2025-03-23,2025-03-23,Dia Nacional do Piso Salarial dos Professores,Data Comemorativa,Todos,Baixo,Sunday,-132,Não
2025-03-23,2025-03-23,Dia Mundial do Acupunturista,Data Comemorativa,Todos,Baixo,Sunday,-132,Não
2025-03-24,2025-03-24,Dia Internacional para o Direito à Verdade para as Vítimas de Graves Violações dos Direitos Humanos,Data Comemorativa,Todos,Baixo,Monday,-131,Não
2025-03-24,2025-03-24,Dia Mundial de Combate à Tuberculose,Data Comemorativa,Todos,Baixo,Monday,-131,Não
2025-03-25,2025-03-25,Dia da Constituição,Data Comemorativa,Todos,Baixo,Tuesday,-130,Sim
2025-03-25,2025-03-25,Dia de São Dimas,Data Comemorativa,Todos,Baixo,Tuesday,-130,Sim
2025-03-25,2025-03-25,Dia do Especialista de Aeronáutica,Data Comemorativa,Todos,Baixo,Tuesday,-130,Sim
2025-03-25,2025-03-25,Hora do Planeta,Data Comemorativa,Todos,Baixo,Tuesday,-130,Sim
2025-03-25,2025-03-25,Dia Internacional em Memória das Vítimas da Escravidão e do Comércio Transatlântico de Escravos,Data Comemorativa,Todos,Baixo,Tuesday,-130,Sim
2025-03-25,2025-03-25,Dia Nacional da Comunidade Árabe,Data Comemorativa,Todos,Baixo,Tuesday,-130,Sim
2025-03-25,2025-03-25,Dia da Anunciação do Senhor,Data Comemorativa,Todos,Baixo,Tuesday,-130,Sim
2025-03-25,2025-03-25,Dia Internacional da Solidariedade da Pessoa Detenta ou Desaparecida,Data Comemorativa,Todos,Baixo,Tuesday,-130,Sim
2025-03-25,2025-03-25,Dia Nacional do Oficial de Justiça,Data Comemorativa,Todos,Baixo,Tuesday,-130,Sim
2025-03-25,2025-03-25,Dia Internacional de Solidariedade com Funcionários Detidos e Desaparecidos da ONU,Data Comemorativa,Todos,Baixo,Tuesday,-130,Sim
2025-03-26,2025-03-26,Dia de Criar seu Próprio Feriado,Data Comemorativa,Todos,Baixo,Wednesday,-129,Não
2025-03-26,2025-03-26,Dia do Cacau,Data Comemorativa,Todos,Baixo,Wednesday,-129,Não
2025-03-26,2025-03-26,Aniversário de Porto Alegre,Data Comemorativa,Todos,Baixo,Wednesday,-129,Não
2025-03-26,2025-03-26,Dia Mundial de Conscientização da Epilepsia,Data Comemorativa,Todos,Baixo,Wednesday,-129,Não
2025-03-26,2025-03-26,Dia do Mercosul,Data Comemorativa,Todos,Baixo,Wednesday,-129,Não
2025-03-27,2025-03-27,Dia do Circo,Data Comemorativa,Todos,Baixo,Thursday,-128,Sim
2025-03-27,2025-03-27,Dia Mundial do Teatro,Data Comemorativa,Todos,Baixo,Thursday,-128,Sim
2025-03-28,2025-03-28,Dia do Diagramador,Data Comemorativa,Todos,Baixo,Friday,-127,Não
2025-03-28,2025-03-28,Dia do Revisor,Data Comemorativa,Todos,Baixo,Friday,-127,Não
2025-03-29,2025-03-29,Aniversário de Salvador,Data Comemorativa,Todos,Baixo,Saturday,-126,Não
2025-03-29,2025-03-29,Aniversário de Curitiba,Data Comemorativa,Todos,Baixo,Saturday,-126,Não
2025-03-30,2025-03-30,Dia Mundial do Transtorno Bipolar,Data Comemorativa,Todos,Baixo,Sunday,-125,Não
2025-03-30,2025-03-30,Dia Internacional do Lixo Zero,Data Comemorativa,Todos,Baixo,Sunday,-125,Não
2025-03-31,2025-03-31,Dia da Saúde e Nutrição,Data Comemorativa,Todos,Baixo,Monday,-124,Não
2025-03-31,2025-03-31,Dia da Integração Nacional,Data Comemorativa,Todos,Baixo,Monday,-124,Não
2025-03-31,2025-03-31,Dia Mundial do Backup,Data Comemorativa,Todos,Baixo,Monday,-124,Não
2025-03-31,2025-03-31,Dia Internacional da Visibilidade Transgênero,Data Comemorativa,Todos,Baixo,Monday,-124,Não
2025-04-01,2025-04-01,Dia da Mentira - 1º de Abril,Data Comemorativa,Todos,Baixo,Tuesday,-123,Sim
2025-04-01,2025-04-01,Dia da Abolição da Escravidão dos Índios,Data Comemorativa,Todos,Baixo,Tuesday,-123,Sim
2025-04-01,2025-04-01,Dia Internacional da Diversão no Trabalho,Data Comemorativa,Todos,Baixo,Tuesday,-123,Sim
2025-04-01,2025-04-01,Início do Abril Azul | Autismo (de 1 a 30),Data Comemorativa,Todos,Baixo,Tuesday,-123,Sim
2025-04-01,2025-04-01,Início do Abril Verde | Saúde e Segurança no Trabalho (de 1 a 30),Data Comemorativa,Todos,Baixo,Tuesday,-123,Sim
2025-04-02,2025-04-02,Dia Mundial da Conscientização do Autismo,Data Comemorativa,Todos,Baixo,Wednesday,-122,Não
2025-04-02,2025-04-02,Dia Internacional do Livro Infantil,Data Comemorativa,Todos,Baixo,Wednesday,-122,Não
2025-04-02,2025-04-02,Início da Semana da Saúde no Brasil (de 2 a 7),Data Comemorativa,Todos,Baixo,Wednesday,-122,Não
2025-04-02,2025-04-02,Dia Internacional da Checagem de Fatos,Data Comemorativa,Todos,Baixo,Wednesday,-122,Não
2025-04-03,2025-04-03,Dia do Atuário,Data Comemorativa,Todos,Baixo,Thursday,-121,Sim
2025-04-03,2025-04-03,Dia do Desporto Comunitário,Data Comemorativa,Todos,Baixo,Thursday,-121,Sim
2025-04-04,2025-04-04,Dia Nacional do Parkinsoniano,Data Comemorativa,Todos,Baixo,Friday,-120,Não
2025-04-04,2025-04-04,Dia Internacional de Alerta às Minas Terrestres e Assistência à Desminagem,Data Comemorativa,Todos,Baixo,Friday,-120,Não
2025-04-04,2025-04-04,Dia Mundial dos Animais de Rua,Data Comemorativa,Todos,Baixo,Friday,-120,Não
2025-04-05,2025-04-05,Dia do Propagandista Farmacêutico,Data Comemorativa,Todos,Baixo,Saturday,-119,Não
2025-04-05,2025-04-05,Dia do Filho,Data Comemorativa,Todos,Baixo,Saturday,-119,Não
2025-04-05,2025-04-05,Dia das Telecomunicações,Data Comemorativa,Todos,Baixo,Saturday,-119,Não
2025-04-05,2025-04-05,Dia Internacional da Consciência,Data Comemorativa,Todos,Baixo,Saturday,-119,Não
2025-04-06,2025-04-06,Dia Internacional do Esporte para o Desenvolvimento e pela Paz,Data Comemorativa,Todos,Baixo,Sunday,-118,Não
2025-04-06,2025-04-06,Dia Nacional de Mobilização pela Promoção da Saúde e Qualidade de Vida,Data Comemorativa,Todos,Baixo,Sunday,-118,Não
2025-04-06,2025-04-06,Dia Mundial da Atividade Física,Data Comemorativa,Todos,Baixo,Sunday,-118,Não
2025-04-07,2025-04-07,Dia do Corretor,Data Comemorativa,Todos,Baixo,Monday,-117,Não
2025-04-07,2025-04-07,Dia do Jornalista,Data Comemorativa,Todos,Baixo,Monday,-117,Não
2025-04-07,2025-04-07,Dia Mundial da Saúde,Data Comemorativa,Todos,Baixo,Monday,-117,Não
2025-04-07,2025-04-07,Dia do Médico Legista,Data Comemorativa,Todos,Baixo,Monday,-117,Não
2025-04-07,2025-04-07,Dia Internacional para Reflexão do Genocídio de 1994 contra os Tutsi em Ruanda,Data Comemorativa,Todos,Baixo,Monday,-117,Não
2025-04-07,2025-04-07,Dia Nacional de Combate ao Bullying e à Violência na Escola,Data Comemorativa,Todos,Baixo,Monday,-117,Não
2025-04-08,2025-04-08,Dia da Natação,Data Comemorativa,Todos,Baixo,Tuesday,-116,Sim
2025-04-08,2025-04-08,Dia Mundial do Combate ao Câncer,Data Comemorativa,Todos,Baixo,Tuesday,-116,Sim
2025-04-08,2025-04-08,Dia Mundial da Astronomia,Data Comemorativa,Todos,Baixo,Tuesday,-116,Sim
2025-04-08,2025-04-08,Dia Nacional do Sistema Braille,Data Comemorativa,Todos,Baixo,Tuesday,-116,Sim
2025-04-08,2025-04-08,Aniversário de Cuiabá,Data Comemorativa,Todos,Baixo,Tuesday,-116,Sim
2025-04-09,2025-04-09,Dia Nacional do Aço,Data Comemorativa,Todos,Baixo,Wednesday,-115,Não
2025-04-09,2025-04-09,Dia Nacional da Biblioteca,Data Comemorativa,Todos,Baixo,Wednesday,-115,Não
2025-04-10,2025-04-10,Dia da Engenharia,Data Comemorativa,Todos,Baixo,Thursday,-114,Sim
2025-04-10,2025-04-10,Dia do Engenheiro Militar,Data Comemorativa,Todos,Baixo,Thursday,-114,Sim
2025-04-10,2025-04-10,Dia Mundial da Homeopatia,Data Comemorativa,Todos,Baixo,Thursday,-114,Sim
2025-04-10,2025-04-10,Dia do Engenheiro Metalurgista,Data Comemorativa,Todos,Baixo,Thursday,-114,Sim
2025-04-11,2025-04-11,Dia do Infectologista,Data Comemorativa,Todos,Baixo,Friday,-113,Não
2025-04-11,2025-04-11,Dia da Escola de Samba,Data Comemorativa,Todos,Baixo,Friday,-113,Não
2025-04-11,2025-04-11,Dia Mundial de Conscientização da Doença de Parkinson,Data Comemorativa,Todos,Baixo,Friday,-113,Não
2025-04-12,2025-04-12,Dia do Obstetra,Data Comemorativa,Todos,Baixo,Saturday,-112,Não
2025-04-12,2025-04-12,Dia Internacional do Voo Espacial Tripulado,Data Comemorativa,Todos,Baixo,Saturday,-112,Não
2025-04-12,2025-04-12,Dia Nacional do Humorista,Data Comemorativa,Todos,Baixo,Saturday,-112,Não
2025-04-13,2025-04-13,Domingo de Ramos,Data Comemorativa,Todos,Baixo,Sunday,-111,Não
2025-04-13,2025-04-13,Aniversário de Fortaleza,Data Comemorativa,Todos,Baixo,Sunday,-111,Não
2025-04-13,2025-04-13,Dia do Office-Boy,Data Comemorativa,Todos,Baixo,Sunday,-111,Não
2025-04-13,2025-04-13,Dia do Beijo,Data Comemorativa,Todos,Baixo,Sunday,-111,Não
2025-04-13,2025-04-13,Dia do Hino Nacional Brasileiro,Data Comemorativa,Todos,Baixo,Sunday,-111,Não
2025-04-13,2025-04-13,Dia do Jovem,Data Comemorativa,Todos,Baixo,Sunday,-111,Não
2025-04-14,2025-04-14,Dia Mundial do Café,Data Comemorativa,Todos,Baixo,Monday,-110,Não
2025-04-14,2025-04-14,Dia Pan-Americano,Data Comemorativa,Todos,Baixo,Monday,-110,Não
2025-04-14,2025-04-14,Dia do Técnico em Serviço de Saúde,Data Comemorativa,Todos,Baixo,Monday,-110,Não
2025-04-14,2025-04-14,Dia Nacional do Neurocirurgião,Data Comemorativa,Todos,Baixo,Monday,-110,Não
2025-04-14,2025-04-14,Dia de Olhar para o Céu,Data Comemorativa,Todos,Baixo,Monday,-110,Não
2025-04-14,2025-04-14,Dia Mundial da Doença de Chagas,Data Comemorativa,Todos,Baixo,Monday,-110,Não
2025-04-15,2025-04-15,Dia Mundial do Desenhista,Data Comemorativa,Todos,Baixo,Tuesday,-109,Sim
2025-04-15,2025-04-15,Dia Nacional da Conservação do Solo,Data Comemorativa,Todos,Baixo,Tuesday,-109,Sim
2025-04-15,2025-04-15,Dia do Desarmamento Infantil,Data Comemorativa,Todos,Baixo,Tuesday,-109,Sim
2025-04-15,2025-04-15,Dia Mundial da Arte,Data Comemorativa,Todos,Baixo,Tuesday,-109,Sim
2025-04-16,2025-04-16,Dia de Trabalhar de Pijama,Data Comemorativa,Todos,Baixo,Wednesday,-108,Não
2025-04-16,2025-04-16,Dia Mundial da Voz,Data Comemorativa,Todos,Baixo,Wednesday,-108,Não
2025-04-16,2025-04-16,Dia do Sacerdócio,Data Comemorativa,Todos,Baixo,Wednesday,-108,Não
2025-04-17,2025-04-17,Dia Mundial do Hemofílico,Data Comemorativa,Todos,Baixo,Thursday,-107,Sim
2025-04-17,2025-04-17,Quinta-feira Santa,Data Comemorativa,Todos,Baixo,Thursday,-107,Sim
2025-04-17,2025-04-17,Dia Mundial da Hemofilia,Data Comemorativa,Todos,Baixo,Thursday,-107,Sim
2025-04-17,2025-04-17,Dia Nacional de Luta pela Reforma Agrária,Data Comemorativa,Todos,Baixo,Thursday,-107,Sim
2025-04-17,2025-04-17,Dia Nacional da Botânica,Data Comemorativa,Todos,Baixo,Thursday,-107,Sim
2025-04-18,2025-04-18,Sexta-feira Santa,Data Comemorativa,Todos,Baixo,Friday,-106,Não
2025-04-18,2025-04-18,Dia de Monteiro Lobato,Data Comemorativa,Todos,Baixo,Friday,-106,Não
2025-04-18,2025-04-18,Dia do Amigo,Data Comemorativa,Todos,Baixo,Friday,-106,Não
2025-04-18,2025-04-18,Dia Nacional do Livro Infantil,Data Comemorativa,Todos,Baixo,Friday,-106,Não
2025-04-18,2025-04-18,Dia Internacional dos Monumentos e Sítios,Data Comemorativa,Todos,Baixo,Friday,-106,Não
2025-04-18,2025-04-18,Dia Mundial do Radioamador,Data Comemorativa,Todos,Baixo,Friday,-106,Não
2025-04-19,2025-04-19,Dia Mundial dos Simpsons,Data Comemorativa,Todos,Baixo,Saturday,-105,Não
2025-04-19,2025-04-19,Dia dos Povos Indígenas (Dia do Índio),Data Comemorativa,Todos,Baixo,Saturday,-105,Não
2025-04-19,2025-04-19,Dia do Exército Brasileiro,Data Comemorativa,Todos,Baixo,Saturday,-105,Não
2025-04-19,2025-04-19,Dia de Santo Expedito,Data Comemorativa,Todos,Baixo,Saturday,-105,Não
2025-04-19,2025-04-19,Sábado de Aleluia,Data Comemorativa,Todos,Baixo,Saturday,-105,Não
2025-04-20,2025-04-20,Páscoa,Data Comemorativa,Todos,Baixo,Sunday,-104,Não
2025-04-20,2025-04-20,Dia do Diplomata,Data Comemorativa,Todos,Baixo,Sunday,-104,Não
2025-04-20,2025-04-20,Dia do Disco,Data Comemorativa,Todos,Baixo,Sunday,-104,Não
2025-04-20,2025-04-20,Dia da Língua Chinesa,Data Comemorativa,Todos,Baixo,Sunday,-104,Não
2025-04-21,2025-04-21,Tiradentes,Data Comemorativa,Todos,Baixo,Monday,-103,Não
2025-04-21,2025-04-21,Dia do Metalúrgico,Data Comemorativa,Todos,Baixo,Monday,-103,Não
2025-04-21,2025-04-21,Dia da Latinidade,Data Comemorativa,Todos,Baixo,Monday,-103,Não
2025-04-21,2025-04-21,Dia da Polícia Civil,Data Comemorativa,Todos,Baixo,Monday,-103,Não
2025-04-21,2025-04-21,Dia do Têxtil,Data Comemorativa,Todos,Baixo,Monday,-103,Não
2025-04-21,2025-04-21,Aniversário de Brasília,Data Comemorativa,Todos,Baixo,Monday,-103,Não
2025-04-21,2025-04-21,Dia Mundial da Criatividade e Inovação,Data Comemorativa,Todos,Baixo,Monday,-103,Não
2025-04-21,2025-04-21,Dia do Funcionário Policial Civil,Data Comemorativa,Todos,Baixo,Monday,-103,Não
2025-04-22,2025-04-22,Descobrimento do Brasil,Data Comemorativa,Todos,Baixo,Tuesday,-102,Sim
2025-04-22,2025-04-22,Dia da Terra,Data Comemorativa,Todos,Baixo,Tuesday,-102,Sim
2025-04-22,2025-04-22,Dia do Agente de Viagem,Data Comemorativa,Todos,Baixo,Tuesday,-102,Sim
2025-04-22,2025-04-22,Dia da Comunidade Luso-Brasileira,Data Comemorativa,Todos,Baixo,Tuesday,-102,Sim
2025-04-22,2025-04-22,Dia da Aviação de Caça,Data Comemorativa,Todos,Baixo,Tuesday,-102,Sim
2025-04-22,2025-04-22,Data Festiva da Força Aérea Brasileira,Data Comemorativa,Todos,Baixo,Tuesday,-102,Sim
2025-04-22,2025-04-22,Dia Nacional da Tontura,Data Comemorativa,Todos,Baixo,Tuesday,-102,Sim
2025-04-23,2025-04-23,Dia de São Jorge,Data Comemorativa,Todos,Baixo,Wednesday,-101,Não
2025-04-23,2025-04-23,Dia Mundial do Escoteiro,Data Comemorativa,Todos,Baixo,Wednesday,-101,Não
2025-04-23,2025-04-23,Dia do Serralheiro,Data Comemorativa,Todos,Baixo,Wednesday,-101,Não
2025-04-23,2025-04-23,Dia Mundial do Livro e dos Direitos de Autor,Data Comemorativa,Todos,Baixo,Wednesday,-101,Não
2025-04-23,2025-04-23,Dia do Torcedor Corinthiano,Data Comemorativa,Todos,Baixo,Wednesday,-101,Não
2025-04-23,2025-04-23,Dia Nacional da Educação de Surdos,Data Comemorativa,Todos,Baixo,Wednesday,-101,Não
2025-04-23,2025-04-23,Dia Nacional do Choro,Data Comemorativa,Todos,Baixo,Wednesday,-101,Não
2025-04-23,2025-04-23,Dia da Língua Inglesa,Data Comemorativa,Todos,Baixo,Wednesday,-101,Não
2025-04-23,2025-04-23,Dia da Língua Espanhola,Data Comemorativa,Todos,Baixo,Wednesday,-101,Não
2025-04-23,2025-04-23,Dia Internacional de Cutucar o Nariz,Data Comemorativa,Todos,Baixo,Wednesday,-101,Não
2025-04-24,2025-04-24,Dia do Penitenciário,Data Comemorativa,Todos,Baixo,Thursday,-100,Sim
2025-04-24,2025-04-24,Dia do Boi,Data Comemorativa,Todos,Baixo,Thursday,-100,Sim
2025-04-24,2025-04-24,Dia do Chimarrão,Data Comemorativa,Todos,Baixo,Thursday,-100,Sim
2025-04-24,2025-04-24,Dia Internacional do Jovem Trabalhador,Data Comemorativa,Todos,Baixo,Thursday,-100,Sim
2025-04-24,2025-04-24,Dia Internacional do Milho,Data Comemorativa,Todos,Baixo,Thursday,-100,Sim
2025-04-24,2025-04-24,Dia Mundial do Multilateralismo e da Diplomacia para a Paz,Data Comemorativa,Todos,Baixo,Thursday,-100,Sim
2025-04-24,2025-04-24,Dia do Samurai,Data Comemorativa,Todos,Baixo,Thursday,-100,Sim
2025-04-24,2025-04-24,Dia Mundial de Combate à Meningite,Data Comemorativa,Todos,Baixo,Thursday,-100,Sim
2025-04-24,2025-04-24,Dia Nacional da Família na Escola,Data Comemorativa,Todos,Baixo,Thursday,-100,Sim
2025-04-24,2025-04-24,Dia Nacional da Língua Brasileira de Sinais,Data Comemorativa,Todos,Baixo,Thursday,-100,Sim
2025-04-24,2025-04-24,Dia das Meninas nas Tecnologias de Informação e Comunicação,Data Comemorativa,Todos,Baixo,Thursday,-100,Sim
2025-04-24,2025-04-24,Dia do Churrasco,Data Comemorativa,Todos,Baixo,Thursday,-100,Sim
2025-04-25,2025-04-25,Dia da Contabilidade,Data Comemorativa,Todos,Baixo,Friday,-99,Não
2025-04-25,2025-04-25,Dia Mundial da Luta contra a Malária,Data Comemorativa,Todos,Baixo,Friday,-99,Não
2025-04-25,2025-04-25,Dia do Despachante Aduaneiro,Data Comemorativa,Todos,Baixo,Friday,-99,Não
2025-04-25,2025-04-25,Dia do DNA,Data Comemorativa,Todos,Baixo,Friday,-99,Não
2025-04-25,2025-04-25,Dia Internacional de Consciencialização para a Alienação Parental,Data Comemorativa,Todos,Baixo,Friday,-99,Não
2025-04-25,2025-04-25,Dia Mundial do Pinguim,Data Comemorativa,Todos,Baixo,Friday,-99,Não
2025-04-26,2025-04-26,Dia do Goleiro,Data Comemorativa,Todos,Baixo,Saturday,-98,Não
2025-04-26,2025-04-26,Dia de Prevenção e Combate à Hipertensão,Data Comemorativa,Todos,Baixo,Saturday,-98,Não
2025-04-26,2025-04-26,Dia Internacional de Lembrança do Desastre de Chernobyl,Data Comemorativa,Todos,Baixo,Saturday,-98,Não
2025-04-26,2025-04-26,Dia do Juiz Trabalhista,Data Comemorativa,Todos,Baixo,Saturday,-98,Não
2025-04-26,2025-04-26,Dia Mundial da Propriedade Intelectual,Data Comemorativa,Todos,Baixo,Saturday,-98,Não
2025-04-26,2025-04-26,Dia Mundial da Medicina Veterinária,Data Comemorativa,Todos,Baixo,Saturday,-98,Não
2025-04-26,2025-04-26,Dia de Abraçar um Australiano,Data Comemorativa,Todos,Baixo,Saturday,-98,Não
2025-04-27,2025-04-27,Dia da Empregada Doméstica,Data Comemorativa,Todos,Baixo,Sunday,-97,Não
2025-04-27,2025-04-27,Dia Mundial do Design Gráfico,Data Comemorativa,Todos,Baixo,Sunday,-97,Não
2025-04-27,2025-04-27,Dia do Engraxate,Data Comemorativa,Todos,Baixo,Sunday,-97,Não
2025-04-27,2025-04-27,Dia do Código Morse,Data Comemorativa,Todos,Baixo,Sunday,-97,Não
2025-04-28,2025-04-28,Dia da Educação,Data Comemorativa,Todos,Baixo,Monday,-96,Não
2025-04-28,2025-04-28,Dia da Sogra,Data Comemorativa,Todos,Baixo,Monday,-96,Não
2025-04-28,2025-04-28,Dia Nacional da Caatinga,Data Comemorativa,Todos,Baixo,Monday,-96,Não
2025-04-28,2025-04-28,Dia Nacional em Memória das Vítimas de Acidentes e Doenças do Trabalho,Data Comemorativa,Todos,Baixo,Monday,-96,Não
2025-04-28,2025-04-28,Dia Mundial da Segurança e da Saúde no Trabalho,Data Comemorativa,Todos,Baixo,Monday,-96,Não
2025-04-29,2025-04-29,Dia Internacional da Dança,Data Comemorativa,Todos,Baixo,Tuesday,-95,Sim
2025-04-29,2025-04-29,Dia de Santa Catarina de Sena,Data Comemorativa,Todos,Baixo,Tuesday,-95,Sim
2025-04-30,2025-04-30,Dia Nacional da Mulher,Data Comemorativa,Todos,Baixo,Wednesday,-94,Não
2025-04-30,2025-04-30,Dia do Ferroviário,Data Comemorativa,Todos,Baixo,Wednesday,-94,Não
2025-04-30,2025-04-30,Dia Internacional do Jazz,Data Comemorativa,Todos,Baixo,Wednesday,-94,Não
2025-04-30,2025-04-30,Dia Internacional do Cão-Guia,Data Comemorativa,Todos,Baixo,Wednesday,-94,Não
2025-05-01,2025-05-01,Dia do Trabalho,Data Comemorativa,Todos,Baixo,Thursday,-93,Sim
2025-05-01,2025-05-01,Dia da Literatura Brasileira,Data Comemorativa,Todos,Baixo,Thursday,-93,Sim
2025-05-01,2025-05-01,Dia Mundial da Senha,Data Comemorativa,Todos,Baixo,Thursday,-93,Sim
2025-05-01,2025-05-01,Início do Maio Amarelo | Segurança no Trânsito (de 1 a 31),Data Comemorativa,Todos,Baixo,Thursday,-93,Sim
2025-05-01,2025-05-01,Início do Maio Cinza | Câncer Cerebral (de 1 a 31),Data Comemorativa,Todos,Baixo,Thursday,-93,Sim
2025-05-01,2025-05-01,Início do Maio Laranja | Exploração e Abuso Sexual Infantil (de 1 a 31),Data Comemorativa,Todos,Baixo,Thursday,-93,Sim
2025-05-01,2025-05-01,Início do Maio Roxo | Doenças Inflamatórias Intestinais (de 1 a 31),Data Comemorativa,Todos,Baixo,Thursday,-93,Sim
2025-05-02,2025-05-02,Dia Nacional da Ética,Data Comemorativa,Todos,Baixo,Friday,-92,Não
2025-05-02,2025-05-02,Dia Mundial do Atum,Data Comemorativa,Todos,Baixo,Friday,-92,Não
2025-05-02,2025-05-02,Dia Internacional do Harry Potter,Data Comemorativa,Todos,Baixo,Friday,-92,Não
2025-05-03,2025-05-03,Dia Internacional da Liberdade de Imprensa,Data Comemorativa,Todos,Baixo,Saturday,-91,Não
2025-05-03,2025-05-03,Dia do Parlamento,Data Comemorativa,Todos,Baixo,Saturday,-91,Não
2025-05-03,2025-05-03,Dia Nacional do Taquígrafo,Data Comemorativa,Todos,Baixo,Saturday,-91,Não
2025-05-03,2025-05-03,Dia do Sertanejo,Data Comemorativa,Todos,Baixo,Saturday,-91,Não
2025-05-03,2025-05-03,Dia do Pau-Brasil,Data Comemorativa,Todos,Baixo,Saturday,-91,Não
2025-05-04,2025-05-04,Dia de Star Wars,Data Comemorativa,Todos,Baixo,Sunday,-90,Não
2025-05-04,2025-05-04,Dia Internacional do Respeito pelas Galinhas,Data Comemorativa,Todos,Baixo,Sunday,-90,Não
2025-05-04,2025-05-04,Dia Nacional do ex-Combatente,Data Comemorativa,Todos,Baixo,Sunday,-90,Não
2025-05-04,2025-05-04,Dia Mundial do Riso,Data Comemorativa,Todos,Baixo,Sunday,-90,Não
2025-05-04,2025-05-04,Dia Internacional do Bombeiro,Data Comemorativa,Todos,Baixo,Sunday,-90,Não
2025-05-05,2025-05-05,Dia da Língua Portuguesa e da Cultura Lusófona,Data Comemorativa,Todos,Baixo,Monday,-89,Não
2025-05-05,2025-05-05,Dia Nacional do Líder Comunitário,Data Comemorativa,Todos,Baixo,Monday,-89,Não
2025-05-05,2025-05-05,Dia Nacional das Comunicações,Data Comemorativa,Todos,Baixo,Monday,-89,Não
2025-05-05,2025-05-05,Dia Nacional do Expedicionário,Data Comemorativa,Todos,Baixo,Monday,-89,Não
2025-05-05,2025-05-05,Dia do Marechal Rondon,Data Comemorativa,Todos,Baixo,Monday,-89,Não
