data inicio,data termino,nome do evento,Tipo,Estado que ocorrerá,Impacto para a aviação,Dia da semana que iniciará,Dias restantes para o evento,Se terá possível emenda
2025-05-05,2025-05-05,Dia Nacional sobre o Uso Racional de Medicamentos,Data Comemorativa,Todos,Baixo,Monday,-89,Não
2025-05-05,2025-05-05,Dia Mundial de Higienização das Mãos,Data Comemorativa,Todos,Baixo,Monday,-89,Não
2025-05-05,2025-05-05,Dia Internacional da Parteira,Data Comemorativa,Todos,Baixo,Monday,-89,Não
2025-05-05,2025-05-05,Dia Mundial do Trânsito e da Cortesia ao Volante,Data Comemorativa,Todos,Baixo,Monday,-89,Não
2025-05-05,2025-05-05,Dia do Patrimônio Mundial Africano,Data Comemorativa,Todos,Baixo,Monday,-89,Não
2025-05-06,2025-05-06,Dia da Matemática,Data Comemorativa,Todos,Baixo,Tuesday,-88,Sim
2025-05-06,2025-05-06,Dia do Cartógrafo,Data Comemorativa,Todos,Baixo,Tuesday,-88,Sim
2025-05-06,2025-05-06,Dia da Coragem,Data Comemorativa,Todos,Baixo,Tuesday,-88,Sim
2025-05-06,2025-05-06,Dia do Psicanalista,Data Comemorativa,Todos,Baixo,Tuesday,-88,Sim
2025-05-06,2025-05-06,Dia Mundial de Combate à Asma,Data Comemorativa,Todos,Baixo,Tuesday,-88,Sim
2025-05-06,2025-05-06,Dia do Engenheiro Cartógrafo,Data Comemorativa,Todos,Baixo,Tuesday,-88,Sim
2025-05-06,2025-05-06,Dia Internacional sem Dieta,Data Comemorativa,Todos,Baixo,Tuesday,-88,Sim
2025-05-07,2025-05-07,Dia do Oftalmologista,Data Comemorativa,Todos,Baixo,Wednesday,-87,Não
2025-05-07,2025-05-07,Dia do Silêncio,Data Comemorativa,Todos,Baixo,Wednesday,-87,Não
2025-05-07,2025-05-07,Dia Nacional de Prevenção da Alergia,Data Comemorativa,Todos,Baixo,Wednesday,-87,Não
2025-05-07,2025-05-07,Dia Mundial da Espondilite Anquilosante,Data Comemorativa,Todos,Baixo,Wednesday,-87,Não
2025-05-07,2025-05-07,Dia Internacional da Luta contra a Endometriose,Data Comemorativa,Todos,Baixo,Wednesday,-87,Não
2025-05-08,2025-05-08,Dia Nacional do Turismo,Data Comemorativa,Todos,Baixo,Thursday,-86,Sim
2025-05-08,2025-05-08,Dia do Profissional de Marketing,Data Comemorativa,Todos,Baixo,Thursday,-86,Sim
2025-05-08,2025-05-08,Dia do Artista Plástico,Data Comemorativa,Todos,Baixo,Thursday,-86,Sim
2025-05-08,2025-05-08,Dia Internacional da Cruz Vermelha,Data Comemorativa,Todos,Baixo,Thursday,-86,Sim
2025-05-08,2025-05-08,Dia da Vitória,Data Comemorativa,Todos,Baixo,Thursday,-86,Sim
2025-05-08,2025-05-08,Dia da Talassemia,Data Comemorativa,Todos,Baixo,Thursday,-86,Sim
2025-05-08,2025-05-08,Dia Nacional das Hemoglobinopatias,Data Comemorativa,Todos,Baixo,Thursday,-86,Sim
2025-05-08,2025-05-08,Dia Mundial do Câncer de Ovário,Data Comemorativa,Todos,Baixo,Thursday,-86,Sim
2025-05-08,2025-05-08,"Tempo de Recordação e Reconciliação pelos que perderam a vida durante a Segunda Guerra Mundial, dias 8 e 9 de maio",Data Comemorativa,Todos,Baixo,Thursday,-86,Sim
2025-05-09,2025-05-09,Dia Mundial das Meias Perdidas,Data Comemorativa,Todos,Baixo,Friday,-85,Não
2025-05-09,2025-05-09,Dia da Europa,Data Comemorativa,Todos,Baixo,Friday,-85,Não
2025-05-09,2025-05-09,Aniversário da Fundação de Mato Grosso,Data Comemorativa,Todos,Baixo,Friday,-85,Não
2025-05-10,2025-05-10,Dia do Guia de Turismo,Data Comemorativa,Todos,Baixo,Saturday,-84,Não
2025-05-10,2025-05-10,Dia da Cozinheira,Data Comemorativa,Todos,Baixo,Saturday,-84,Não
2025-05-10,2025-05-10,Dia do Campo,Data Comemorativa,Todos,Baixo,Saturday,-84,Não
2025-05-10,2025-05-10,Dia Internacional de Atenção à Pessoa com Lúpus,Data Comemorativa,Todos,Baixo,Saturday,-84,Não
2025-05-10,2025-05-10,Dia Mundial das Aves Migratórias,Data Comemorativa,Todos,Baixo,Saturday,-84,Não
2025-05-11,2025-05-11,Dia das Mães,Data Comemorativa,Todos,Baixo,Sunday,-83,Não
2025-05-11,2025-05-11,Dia Nacional do Reggae,Data Comemorativa,Todos,Baixo,Sunday,-83,Não
2025-05-11,2025-05-11,Dia do Aniversário do Buda Shakyamuni,Data Comemorativa,Todos,Baixo,Sunday,-83,Não
2025-05-11,2025-05-11,Dia da Integração do Telégrafo no Brasil,Data Comemorativa,Todos,Baixo,Sunday,-83,Não
2025-05-12,2025-05-12,Dia da Mulher na Matemática,Data Comemorativa,Todos,Baixo,Monday,-82,Não
2025-05-12,2025-05-12,Dia Internacional da Enfermagem e do Enfermeiro,Data Comemorativa,Todos,Baixo,Monday,-82,Não
2025-05-12,2025-05-12,Dia Nacional de Conscientização e Enfrentamento da Fibromialgia,Data Comemorativa,Todos,Baixo,Monday,-82,Não
2025-05-12,2025-05-12,Dia Internacional da Sanidade Vegetal,Data Comemorativa,Todos,Baixo,Monday,-82,Não
2025-05-13,2025-05-13,Dia do Automóvel,Data Comemorativa,Todos,Baixo,Tuesday,-81,Sim
2025-05-13,2025-05-13,Abolição da Escravatura,Data Comemorativa,Todos,Baixo,Tuesday,-81,Sim
2025-05-13,2025-05-13,Dia do Zootecnista,Data Comemorativa,Todos,Baixo,Tuesday,-81,Sim
2025-05-13,2025-05-13,Dia da Fraternidade,Data Comemorativa,Todos,Baixo,Tuesday,-81,Sim
2025-05-13,2025-05-13,Dia Nacional do Chefe de Cozinha,Data Comemorativa,Todos,Baixo,Tuesday,-81,Sim
2025-05-13,2025-05-13,Dia de Nossa Senhora de Fátima,Data Comemorativa,Todos,Baixo,Tuesday,-81,Sim
2025-05-13,2025-05-13,Dia Mundial do Coquetel,Data Comemorativa,Todos,Baixo,Tuesday,-81,Sim
2025-05-14,2025-05-14,Dia Continental do Seguro,Data Comemorativa,Todos,Baixo,Wednesday,-80,Não
2025-05-14,2025-05-14,Dia de São Matias,Data Comemorativa,Todos,Baixo,Wednesday,-80,Não
2025-05-15,2025-05-15,Dia do Gerente Bancário,Data Comemorativa,Todos,Baixo,Thursday,-79,Sim
2025-05-15,2025-05-15,Dia do Assistente Social,Data Comemorativa,Todos,Baixo,Thursday,-79,Sim
2025-05-15,2025-05-15,Dia Internacional da Família,Data Comemorativa,Todos,Baixo,Thursday,-79,Sim
2025-05-15,2025-05-15,Dia Nacional do Controle das Infecções Hospitalares,Data Comemorativa,Todos,Baixo,Thursday,-79,Sim
2025-05-15,2025-05-15,Dia Internacional do Serviço de Informação Aeronáutica,Data Comemorativa,Todos,Baixo,Thursday,-79,Sim
2025-05-15,2025-05-15,Dia Nacional de Conscientização da Mucopolissacaridose,Data Comemorativa,Todos,Baixo,Thursday,-79,Sim
2025-05-16,2025-05-16,Dia do Gari,Data Comemorativa,Todos,Baixo,Friday,-78,Não
2025-05-16,2025-05-16,Dia Internacional da Luz,Data Comemorativa,Todos,Baixo,Friday,-78,Não
2025-05-16,2025-05-16,Dia Internacional da Convivência em Paz,Data Comemorativa,Todos,Baixo,Friday,-78,Não
2025-05-16,2025-05-16,Dia do Médico Geriatra,Data Comemorativa,Todos,Baixo,Friday,-78,Não
2025-05-16,2025-05-16,Dia Mundial de Conscientização sobre a Doença Celíaca,Data Comemorativa,Todos,Baixo,Friday,-78,Não
2025-05-17,2025-05-17,Dia de Vesak,Data Comemorativa,Todos,Baixo,Saturday,-77,Não
2025-05-17,2025-05-17,Dia Mundial das Telecomunicações e da Sociedade da Informação,Data Comemorativa,Todos,Baixo,Saturday,-77,Não
2025-05-17,2025-05-17,Dia Internacional Contra a Homofobia,Data Comemorativa,Todos,Baixo,Saturday,-77,Não
2025-05-17,2025-05-17,Dia Mundial da Hipertensão,Data Comemorativa,Todos,Baixo,Saturday,-77,Não
2025-05-17,2025-05-17,Dia Mundial da Reciclagem,Data Comemorativa,Todos,Baixo,Saturday,-77,Não
2025-05-17,2025-05-17,Dia Mundial da Pastelaria,Data Comemorativa,Todos,Baixo,Saturday,-77,Não
2025-05-17,2025-05-17,Dia Mundial do Whisky,Data Comemorativa,Todos,Baixo,Saturday,-77,Não
2025-05-18,2025-05-18,Dia Internacional dos Museus,Data Comemorativa,Todos,Baixo,Sunday,-76,Não
2025-05-18,2025-05-18,Dia Nacional do Cocktail,Data Comemorativa,Todos,Baixo,Sunday,-76,Não
2025-05-18,2025-05-18,Dia Nacional de Combate ao Abuso e à Exploração Sexual Infantil,Data Comemorativa,Todos,Baixo,Sunday,-76,Não
2025-05-18,2025-05-18,Dia Nacional da Luta Antimanicomial,Data Comemorativa,Todos,Baixo,Sunday,-76,Não
2025-05-18,2025-05-18,Dia de Conscientização sobre a Necessidade de Vacina Contra HIV/Aids,Data Comemorativa,Todos,Baixo,Sunday,-76,Não
2025-05-19,2025-05-19,Dia Nacional de Combate à Cefaleia,Data Comemorativa,Todos,Baixo,Monday,-75,Não
2025-05-19,2025-05-19,Dia do Físico,Data Comemorativa,Todos,Baixo,Monday,-75,Não
2025-05-19,2025-05-19,Dia do Estudante de Direito,Data Comemorativa,Todos,Baixo,Monday,-75,Não
2025-05-19,2025-05-19,Dia do Defensor Público,Data Comemorativa,Todos,Baixo,Monday,-75,Não
2025-05-19,2025-05-19,Dia de São Crispim de Viterbo,Data Comemorativa,Todos,Baixo,Monday,-75,Não
2025-05-19,2025-05-19,Dia Nacional de Doação de Leite Humano,Data Comemorativa,Todos,Baixo,Monday,-75,Não
2025-05-19,2025-05-19,Dia Mundial da Doença Inflamatória Intestinal,Data Comemorativa,Todos,Baixo,Monday,-75,Não
2025-05-19,2025-05-19,Dia Mundial do Médico de Família,Data Comemorativa,Todos,Baixo,Monday,-75,Não
2025-05-20,2025-05-20,Dia do Pedagogo,Data Comemorativa,Todos,Baixo,Tuesday,-74,Sim
2025-05-20,2025-05-20,Dia Nacional do Técnico e Auxiliar de Enfermagem,Data Comemorativa,Todos,Baixo,Tuesday,-74,Sim
2025-05-20,2025-05-20,Dia Mundial das Abelhas,Data Comemorativa,Todos,Baixo,Tuesday,-74,Sim
2025-05-20,2025-05-20,Dia Nacional do Medicamento Genérico,Data Comemorativa,Todos,Baixo,Tuesday,-74,Sim
2025-05-20,2025-05-20,Aniversário de Palmas,Data Comemorativa,Todos,Baixo,Tuesday,-74,Sim
2025-05-20,2025-05-20,Dia do Comissário de Menores,Data Comemorativa,Todos,Baixo,Tuesday,-74,Sim
2025-05-20,2025-05-20,Dia Mundial da Metrologia,Data Comemorativa,Todos,Baixo,Tuesday,-74,Sim
2025-05-21,2025-05-21,Dia da Língua Nacional,Data Comemorativa,Todos,Baixo,Wednesday,-73,Não
2025-05-21,2025-05-21,Dia do Afilhado,Data Comemorativa,Todos,Baixo,Wednesday,-73,Não
2025-05-21,2025-05-21,Dia Mundial da Diversidade Cultural para o Diálogo e o Desenvolvimento,Data Comemorativa,Todos,Baixo,Wednesday,-73,Não
2025-05-21,2025-05-21,Dia Internacional do Chá,Data Comemorativa,Todos,Baixo,Wednesday,-73,Não
2025-05-22,2025-05-22,Dia do Apicultor,Data Comemorativa,Todos,Baixo,Thursday,-72,Sim
2025-05-22,2025-05-22,Dia Internacional da Biodiversidade Biológica,Data Comemorativa,Todos,Baixo,Thursday,-72,Sim
2025-05-22,2025-05-22,Dia do Abraço,Data Comemorativa,Todos,Baixo,Thursday,-72,Sim
2025-05-22,2025-05-22,Dia de Santa Rita,Data Comemorativa,Todos,Baixo,Thursday,-72,Sim
2025-05-22,2025-05-22,Dia Mundial do Gótico,Data Comemorativa,Todos,Baixo,Thursday,-72,Sim
2025-05-23,2025-05-23,Dia da Tartaruga,Data Comemorativa,Todos,Baixo,Friday,-71,Não
2025-05-23,2025-05-23,Dia Internacional para Acabar com a Fístula Obstétrica,Data Comemorativa,Todos,Baixo,Friday,-71,Não
2025-05-23,2025-05-23,Dia da Juventude Constitucionalista,Data Comemorativa,Todos,Baixo,Friday,-71,Não
2025-05-24,2025-05-24,Dia da Infantaria,Data Comemorativa,Todos,Baixo,Saturday,-70,Não
2025-05-24,2025-05-24,Dia do Datilógrafo,Data Comemorativa,Todos,Baixo,Saturday,-70,Não
2025-05-24,2025-05-24,Dia do Telegrafista,Data Comemorativa,Todos,Baixo,Saturday,-70,Não
2025-05-24,2025-05-24,Dia do Vestibulando,Data Comemorativa,Todos,Baixo,Saturday,-70,Não
2025-05-24,2025-05-24,Dia do Detento,Data Comemorativa,Todos,Baixo,Saturday,-70,Não
2025-05-24,2025-05-24,Dia Nacional do Café,Data Comemorativa,Todos,Baixo,Saturday,-70,Não
2025-05-24,2025-05-24,Dia Nacional do Calcário Agrícola,Data Comemorativa,Todos,Baixo,Saturday,-70,Não
2025-05-24,2025-05-24,Dia Nacional do Cigano,Data Comemorativa,Todos,Baixo,Saturday,-70,Não
2025-05-24,2025-05-24,Dia Nacional do Milho,Data Comemorativa,Todos,Baixo,Saturday,-70,Não
2025-05-24,2025-05-24,Dia Mundial da Pessoa com Esquizofrenia,Data Comemorativa,Todos,Baixo,Saturday,-70,Não
2025-05-25,2025-05-25,Dia da Indústria,Data Comemorativa,Todos,Baixo,Sunday,-69,Não
2025-05-25,2025-05-25,Dia do Massagista,Data Comemorativa,Todos,Baixo,Sunday,-69,Não
2025-05-25,2025-05-25,Dia da Toalha,Data Comemorativa,Todos,Baixo,Sunday,-69,Não
2025-05-25,2025-05-25,Dia Nacional da Adoção,Data Comemorativa,Todos,Baixo,Sunday,-69,Não
2025-05-25,2025-05-25,Dia do Trabalhador Rural,Data Comemorativa,Todos,Baixo,Sunday,-69,Não
2025-05-25,2025-05-25,Dia Internacional do Sapateado,Data Comemorativa,Todos,Baixo,Sunday,-69,Não
2025-05-25,2025-05-25,Dia Internacional das Crianças Desaparecidas,Data Comemorativa,Todos,Baixo,Sunday,-69,Não
2025-05-25,2025-05-25,Dia do Orgulho Geek,Data Comemorativa,Todos,Baixo,Sunday,-69,Não
2025-05-25,2025-05-25,Dia da Costureira,Data Comemorativa,Todos,Baixo,Sunday,-69,Não
2025-05-25,2025-05-25,Dia Nacional do Respeito ao Contribuinte,Data Comemorativa,Todos,Baixo,Sunday,-69,Não
2025-05-25,2025-05-25,Dia Internacional da Tireoide,Data Comemorativa,Todos,Baixo,Sunday,-69,Não
2025-05-25,2025-05-25,Dia da África,Data Comemorativa,Todos,Baixo,Sunday,-69,Não
2025-05-26,2025-05-26,Dia Nacional de Combate ao Glaucoma,Data Comemorativa,Todos,Baixo,Monday,-68,Não
2025-05-26,2025-05-26,Dia do Revendedor Lotérico,Data Comemorativa,Todos,Baixo,Monday,-68,Não
2025-05-27,2025-05-27,Dia Nacional da Mata Atlântica,Data Comemorativa,Todos,Baixo,Tuesday,-67,Sim
2025-05-27,2025-05-27,Dia do Profissional Liberal,Data Comemorativa,Todos,Baixo,Tuesday,-67,Sim
2025-05-27,2025-05-27,Dia do Serviço de Saúde,Data Comemorativa,Todos,Baixo,Tuesday,-67,Sim
2025-05-27,2025-05-27,Dia do Engenheiro de Custos,Data Comemorativa,Todos,Baixo,Tuesday,-67,Sim
2025-05-28,2025-05-28,Dia do Hambúrguer,Data Comemorativa,Todos,Baixo,Wednesday,-66,Não
2025-05-28,2025-05-28,Dia Internacional da Dignidade Menstrual,Data Comemorativa,Todos,Baixo,Wednesday,-66,Não
2025-05-28,2025-05-28,Dia do Ceramista,Data Comemorativa,Todos,Baixo,Wednesday,-66,Não
2025-05-28,2025-05-28,Dia Nacional de Luta pela Redução da Mortalidade Materna,Data Comemorativa,Todos,Baixo,Wednesday,-66,Não
2025-05-28,2025-05-28,Dia do Desafio,Data Comemorativa,Todos,Baixo,Wednesday,-66,Não
2025-05-28,2025-05-28,Dia de São Germano de Paris,Data Comemorativa,Todos,Baixo,Wednesday,-66,Não
2025-05-28,2025-05-28,Dia Internacional de Luta pela Saúde da Mulher,Data Comemorativa,Todos,Baixo,Wednesday,-66,Não
2025-05-28,2025-05-28,Dia Mundial do Brincar,Data Comemorativa,Todos,Baixo,Wednesday,-66,Não
2025-05-29,2025-05-29,Dia do Estatístico,Data Comemorativa,Todos,Baixo,Thursday,-65,Sim
2025-05-29,2025-05-29,Dia do Geógrafo,Data Comemorativa,Todos,Baixo,Thursday,-65,Sim
2025-05-29,2025-05-29,Dia Mundial da Energia,Data Comemorativa,Todos,Baixo,Thursday,-65,Sim
2025-05-29,2025-05-29,Dia Internacional dos Soldados da Paz das Nações Unidas,Data Comemorativa,Todos,Baixo,Thursday,-65,Sim
2025-05-29,2025-05-29,Dia de São Maximino,Data Comemorativa,Todos,Baixo,Thursday,-65,Sim
2025-05-29,2025-05-29,Dia Mundial da Saúde Digestiva,Data Comemorativa,Todos,Baixo,Thursday,-65,Sim
2025-05-29,2025-05-29,Dia do Ibgeano,Data Comemorativa,Todos,Baixo,Thursday,-65,Sim
2025-05-30,2025-05-30,Dia do Geólogo,Data Comemorativa,Todos,Baixo,Friday,-64,Não
2025-05-30,2025-05-30,Dia do Decorador,Data Comemorativa,Todos,Baixo,Friday,-64,Não
2025-05-30,2025-05-30,Dia da Santa Joana d'Arc,Data Comemorativa,Todos,Baixo,Friday,-64,Não
2025-05-30,2025-05-30,São Fernando,Data Comemorativa,Todos,Baixo,Friday,-64,Não
2025-05-30,2025-05-30,Dia Mundial da Esclerose Múltipla,Data Comemorativa,Todos,Baixo,Friday,-64,Não
2025-05-30,2025-05-30,Dia Mundial da Batata Frita,Data Comemorativa,Todos,Baixo,Friday,-64,Não
2025-05-31,2025-05-31,Dia do Comissário de Bordo,Data Comemorativa,Todos,Baixo,Saturday,-63,Não
2025-05-31,2025-05-31,Dia do Espírito Santo,Data Comemorativa,Todos,Baixo,Saturday,-63,Não
2025-05-31,2025-05-31,Dia Mundial sem Tabaco,Data Comemorativa,Todos,Baixo,Saturday,-63,Não
2025-05-31,2025-05-31,Dia da Aeromoça,Data Comemorativa,Todos,Baixo,Saturday,-63,Não
2025-05-31,2025-05-31,Dia Mundial de Combate ao Fumo,Data Comemorativa,Todos,Baixo,Saturday,-63,Não
2025-05-31,2025-05-31,Dia do Aeroporto,Data Comemorativa,Todos,Baixo,Saturday,-63,Não
2025-06-01,2025-06-01,Dia Mundial dos Pais,Data Comemorativa,Todos,Baixo,Sunday,-62,Não
2025-06-01,2025-06-01,Semana do Meio Ambiente,Data Comemorativa,Todos,Baixo,Sunday,-62,Não
2025-06-01,2025-06-01,Dia da Imprensa,Data Comemorativa,Todos,Baixo,Sunday,-62,Não
2025-06-01,2025-06-01,Dia de São Justino,Data Comemorativa,Todos,Baixo,Sunday,-62,Não
2025-06-01,2025-06-01,Dia Mundial do Leite,Data Comemorativa,Todos,Baixo,Sunday,-62,Não
2025-06-01,2025-06-01,Início do Junho Vermelho | Doação de Sangue (de 1 a 30),Data Comemorativa,Todos,Baixo,Sunday,-62,Não
2025-06-01,2025-06-01,Início do Junho Verde | Proteção do Meio Ambiente (de 1 a 30),Data Comemorativa,Todos,Baixo,Sunday,-62,Não
2025-06-02,2025-06-02,Dia de Sair mais Cedo do Trabalho,Data Comemorativa,Todos,Baixo,Monday,-61,Não
2025-06-02,2025-06-02,Dia Internacional da Prostituta,Data Comemorativa,Todos,Baixo,Monday,-61,Não
2025-06-03,2025-06-03,Dia da Repetição,Data Comemorativa,Todos,Baixo,Tuesday,-60,Sim
2025-06-03,2025-06-03,Dia Internacional do Administrador de Pessoal e da Comunidade Social,Data Comemorativa,Todos,Baixo,Tuesday,-60,Sim
2025-06-03,2025-06-03,Dia da Conscientização Contra a Obesidade Mórbida Infantil,Data Comemorativa,Todos,Baixo,Tuesday,-60,Sim
2025-06-03,2025-06-03,Dia Mundial da Bicicleta,Data Comemorativa,Todos,Baixo,Tuesday,-60,Sim
2025-06-03,2025-06-03,Dia Nacional da Educação Ambiental,Data Comemorativa,Todos,Baixo,Tuesday,-60,Sim
2025-06-03,2025-06-03,Dia do Profissional de RH,Data Comemorativa,Todos,Baixo,Tuesday,-60,Sim
2025-06-04,2025-06-04,Dia de Abraçar seu Gato,Data Comemorativa,Todos,Baixo,Wednesday,-59,Não
2025-06-04,2025-06-04,Dia de Santa Clotilde,Data Comemorativa,Todos,Baixo,Wednesday,-59,Não
2025-06-04,2025-06-04,Dia Internacional das Crianças Inocentes Vítimas de Agressão,Data Comemorativa,Todos,Baixo,Wednesday,-59,Não
2025-06-04,2025-06-04,Dia do Engenheiro Agrimensor,Data Comemorativa,Todos,Baixo,Wednesday,-59,Não
2025-06-04,2025-06-04,Dia do Gestor Comercial,Data Comemorativa,Todos,Baixo,Wednesday,-59,Não
2025-06-04,2025-06-04,Dia Mundial da Corrida,Data Comemorativa,Todos,Baixo,Wednesday,-59,Não
2025-06-05,2025-06-05,Dia da Ecologia,Data Comemorativa,Todos,Baixo,Thursday,-58,Sim
2025-06-05,2025-06-05,Dia Mundial do Meio Ambiente,Data Comemorativa,Todos,Baixo,Thursday,-58,Sim
2025-06-05,2025-06-05,Dia Nacional da Reciclagem,Data Comemorativa,Todos,Baixo,Thursday,-58,Sim
2025-06-05,2025-06-05,Dia de São Bonifácio,Data Comemorativa,Todos,Baixo,Thursday,-58,Sim
2025-06-05,2025-06-05,"Dia Internacional de Luta contra a Pesca Ilegal, Não Declarada e Não Regulamentada",Data Comemorativa,Todos,Baixo,Thursday,-58,Sim
2025-06-05,2025-06-05,Dia do Engenheiro Mecânico,Data Comemorativa,Todos,Baixo,Thursday,-58,Sim
2025-06-06,2025-06-06,Dia da Língua Russa,Data Comemorativa,Todos,Baixo,Friday,-57,Não
2025-06-06,2025-06-06,Dia de São Norberto,Data Comemorativa,Todos,Baixo,Friday,-57,Não
2025-06-06,2025-06-06,Dia Nacional de Luta contra Queimaduras,Data Comemorativa,Todos,Baixo,Friday,-57,Não
2025-06-06,2025-06-06,Dia Nacional do Teste do Pezinho,Data Comemorativa,Todos,Baixo,Friday,-57,Não
2025-06-07,2025-06-07,Dia Mundial da Segurança dos Alimentos,Data Comemorativa,Todos,Baixo,Saturday,-56,Não
2025-06-07,2025-06-07,Dia da Liberdade de Imprensa,Data Comemorativa,Todos,Baixo,Saturday,-56,Não
2025-06-08,2025-06-08,Dia de Pentecostes,Data Comemorativa,Todos,Baixo,Sunday,-55,Não
2025-06-08,2025-06-08,Dia do Oceanógrafo,Data Comemorativa,Todos,Baixo,Sunday,-55,Não
2025-06-08,2025-06-08,Dia do Citricultor,Data Comemorativa,Todos,Baixo,Sunday,-55,Não
2025-06-08,2025-06-08,Dia Mundial dos Oceanos,Data Comemorativa,Todos,Baixo,Sunday,-55,Não
2025-06-08,2025-06-08,Dia do Pastor Evangélico,Data Comemorativa,Todos,Baixo,Sunday,-55,Não
2025-06-08,2025-06-08,Dia de São Medardo,Data Comemorativa,Todos,Baixo,Sunday,-55,Não
2025-06-09,2025-06-09,Dia da Imunização,Data Comemorativa,Todos,Baixo,Monday,-54,Não
2025-06-09,2025-06-09,Dia do Porteiro,Data Comemorativa,Todos,Baixo,Monday,-54,Não
2025-06-09,2025-06-09,Dia do Tenista,Data Comemorativa,Todos,Baixo,Monday,-54,Não
2025-06-09,2025-06-09,Dia Nacional de Anchieta,Data Comemorativa,Todos,Baixo,Monday,-54,Não
2025-06-09,2025-06-09,Dia Internacional dos Arquivos,Data Comemorativa,Todos,Baixo,Monday,-54,Não
2025-06-10,2025-06-10,Dia da Artilharia,Data Comemorativa,Todos,Baixo,Tuesday,-53,Sim
2025-06-10,2025-06-10,"Dia de Portugal, de Camões e das Comunidades Portuguesas",Data Comemorativa,Todos,Baixo,Tuesday,-53,Sim
2025-06-11,2025-06-11,Dia da Marinha Brasileira,Data Comemorativa,Todos,Baixo,Wednesday,-52,Não
2025-06-11,2025-06-11,Dia do Educador Sanitário,Data Comemorativa,Todos,Baixo,Wednesday,-52,Não
2025-06-11,2025-06-11,Dia de São Barnabé,Data Comemorativa,Todos,Baixo,Wednesday,-52,Não
2025-06-12,2025-06-12,Dia dos Namorados,Data Comemorativa,Todos,Baixo,Thursday,-51,Sim
2025-06-12,2025-06-12,Dia do Correio Aéreo Nacional,Data Comemorativa,Todos,Baixo,Thursday,-51,Sim
2025-06-12,2025-06-12,Dia Mundial de Combate ao Trabalho Infantil,Data Comemorativa,Todos,Baixo,Thursday,-51,Sim
2025-06-12,2025-06-12,Dia de São Gaspar de Búfalo,Data Comemorativa,Todos,Baixo,Thursday,-51,Sim
2025-06-12,2025-06-12,Dia do Enxadrista,Data Comemorativa,Todos,Baixo,Thursday,-51,Sim
2025-06-13,2025-06-13,Dia de Santo Antônio,Data Comemorativa,Todos,Baixo,Friday,-50,Não
2025-06-13,2025-06-13,Dia do Turista,Data Comemorativa,Todos,Baixo,Friday,-50,Não
2025-06-13,2025-06-13,Dia Internacional de Conscientização sobre o Albinismo,Data Comemorativa,Todos,Baixo,Friday,-50,Não
2025-06-14,2025-06-14,Dia do Solista,Data Comemorativa,Todos,Baixo,Saturday,-49,Não
2025-06-14,2025-06-14,Dia Mundial do Doador de Sangue,Data Comemorativa,Todos,Baixo,Saturday,-49,Não
2025-06-14,2025-06-14,Dia Universal de Deus,Data Comemorativa,Todos,Baixo,Saturday,-49,Não
2025-06-15,2025-06-15,Dia Mundial da Consciencialização da Violência contra a Pessoa Idosa,Data Comemorativa,Todos,Baixo,Sunday,-48,Não
2025-06-15,2025-06-15,Aniversário da Emancipação do Acre,Data Comemorativa,Todos,Baixo,Sunday,-48,Não
2025-06-15,2025-06-15,Dia Mundial do Vento,Data Comemorativa,Todos,Baixo,Sunday,-48,Não
2025-06-16,2025-06-16,Dia Internacional das Remessas Familiares,Data Comemorativa,Todos,Baixo,Monday,-47,Não
2025-06-16,2025-06-16,Dia de São Francisco Régis,Data Comemorativa,Todos,Baixo,Monday,-47,Não
2025-06-16,2025-06-16,Dia Internacional da Tartaruga Marinha,Data Comemorativa,Todos,Baixo,Monday,-47,Não
2025-06-16,2025-06-16,Dia Internacional da Criança Africana,Data Comemorativa,Todos,Baixo,Monday,-47,Não
2025-06-17,2025-06-17,Dia do Funcionário Público Aposentado,Data Comemorativa,Todos,Baixo,Tuesday,-46,Sim
2025-06-17,2025-06-17,Dia Mundial de Combate à Desertificação e à Seca,Data Comemorativa,Todos,Baixo,Tuesday,-46,Sim
2025-06-17,2025-06-17,Dia da Medicina Veterinária Militar,Data Comemorativa,Todos,Baixo,Tuesday,-46,Sim
2025-06-17,2025-06-17,Dia Mundial do Karatê,Data Comemorativa,Todos,Baixo,Tuesday,-46,Sim
2025-06-17,2025-06-17,Dia do Gestor Ambiental,Data Comemorativa,Todos,Baixo,Tuesday,-46,Sim
2025-06-18,2025-06-18,Dia do Químico,Data Comemorativa,Todos,Baixo,Wednesday,-45,Não
2025-06-18,2025-06-18,Dia da Imigração Japonesa,Data Comemorativa,Todos,Baixo,Wednesday,-45,Não
2025-06-18,2025-06-18,Dia da Gastronomia Sustentável,Data Comemorativa,Todos,Baixo,Wednesday,-45,Não
2025-06-18,2025-06-18,Dia do Orgulho Autista,Data Comemorativa,Todos,Baixo,Wednesday,-45,Não
2025-06-19,2025-06-19,Corpus Christi,Data Comemorativa,Todos,Baixo,Thursday,-44,Sim
2025-06-19,2025-06-19,Dia do Cinema Brasileiro,Data Comemorativa,Todos,Baixo,Thursday,-44,Sim
2025-06-19,2025-06-19,Dia do Migrante,Data Comemorativa,Todos,Baixo,Thursday,-44,Sim
2025-06-19,2025-06-19,Dia de São Romualdo,Data Comemorativa,Todos,Baixo,Thursday,-44,Sim
